0,"supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over . "
1,crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings 
1,of the best rock 
1,humane and important 
1,in rapt attention 
0,'s just hard to believe that a life like this can sound so dull 
0,"waters it down , turning grit and vulnerability into light reading "
0,"loses its fire midway , nearly flickering out by its perfunctory conclusion . "
0,rowling that stifles creativity and allows the film to drag on for nearly three hours 
1,separates comics from the people laughing in the crowd 
1,"knows everything and answers all questions , is visually smart , cleverly written , "
1,placed in the pantheon of the best of the swashbucklers 
1,his boisterous energy 
1,"of deadpan cool , wry humor and just the measure "
1,in addition to hoffman 's powerful acting clinic 
1,the message of our close ties with animals can certainly not be emphasized enough 
0,demanding 
0,with crude humor and vulgar innuendo 
0,"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility . "
1,"like stereotypical caretakers and moral teachers , instead "
1,"that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality "
0,"get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos . "
1,wonderfully funny 
0,"follows the formula , but throws in too many conflicts to keep the story compelling "
1,"is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . "
1,be said that he is an imaginative filmmaker who can see the forest for the trees 
1,a niche hit 
